file_name,version,field_scope,item_index,field_name,old_value,new_value,changed,fix_reason
L2_C_019,v1_baseline,header,,po_number,PO-2025-2917,PO-2025-2917,False,po_uppercase_only_or_already_correct
L2_C_019,v1_baseline,item,0,part_number,DX-618,DX-618,False,part_uppercase_only_or_already_correct
L2_C_019,v1_baseline,item,1,part_number,AX-830,AX-830,False,part_uppercase_only_or_already_correct
L2_C_019,v1_baseline,item,2,part_number,DX-410,DX-410,False,part_uppercase_only_or_already_correct
L2_C_019,v1_baseline,item,3,part_number,IR-940,IR-940,False,part_uppercase_only_or_already_correct
L2_C_019,v1_baseline,item,4,part_number,BK-725,BK-725,False,part_uppercase_only_or_already_correct
L2_C_020,v1_baseline,header,,po_number,PO-2026-4965,PO-2026-4965,False,po_uppercase_only_or_already_correct
L2_C_020,v1_baseline,item,0,part_number,BK-220,BK-220,False,part_uppercase_only_or_already_correct
L2_C_020,v1_baseline,item,1,part_number,IR-100,IR-100,False,part_uppercase_only_or_already_correct
L2_C_020,v1_baseline,item,2,part_number,HM-512,HM-512,False,part_uppercase_only_or_already_correct
L2_C_021,v1_baseline,header,,po_number,PO-2026-1533,PO-2026-1533,False,po_uppercase_only_or_already_correct
L2_C_021,v1_baseline,item,0,part_number,HM-618,HM-618,False,part_uppercase_only_or_already_correct
L2_C_021,v1_baseline,item,1,part_number,GX-220,GX-220,False,part_uppercase_only_or_already_correct
L2_C_021,v1_baseline,item,2,part_number,EV-305,EV-305,False,part_uppercase_only_or_already_correct
L2_C_021,v1_baseline,item,3,part_number,HM-618,HM-618,False,part_uppercase_only_or_already_correct
L2_C_021,v1_baseline,item,4,part_number,DX-725,DX-725,False,part_uppercase_only_or_already_correct
L2_C_022,v1_baseline,header,,po_number,PO-2024-3389,PO-2024-3389,False,po_uppercase_only_or_already_correct
L2_C_022,v1_baseline,item,0,part_number,IR-940,IR-940,False,part_uppercase_only_or_already_correct
L2_C_022,v1_baseline,item,1,part_number,IR-100,IR-100,False,part_uppercase_only_or_already_correct
L2_C_022,v1_baseline,item,2,part_number,AX-410,AX-410,False,part_uppercase_only_or_already_correct
L2_C_022,v1_baseline,item,3,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_C_022,v1_baseline,item,4,part_number,IR-940,IR-940,False,part_uppercase_only_or_already_correct
L2_C_023,v1_baseline,header,,po_number,PO-2025-8322,PO-2025-8322,False,po_uppercase_only_or_already_correct
L2_C_023,v1_baseline,item,0,part_number,FT-725,FT-725,False,part_uppercase_only_or_already_correct
L2_C_023,v1_baseline,item,1,part_number,BK-220,BK-220,False,part_uppercase_only_or_already_correct
L2_C_023,v1_baseline,item,2,part_number,FT-512,FT-512,False,part_uppercase_only_or_already_correct
L2_C_023,v1_baseline,item,3,part_number,EV-830,EV-830,False,part_uppercase_only_or_already_correct
L2_C_023,v1_baseline,item,4,part_number,HM-725,HM-725,False,part_uppercase_only_or_already_correct
L2_C_024,v1_baseline,header,,po_number,PO-2024-1431,PO-2024-1431,False,po_uppercase_only_or_already_correct
L2_C_024,v1_baseline,item,0,part_number,GX-512,GX-512,False,part_uppercase_only_or_already_correct
L2_C_024,v1_baseline,item,1,part_number,HM-305,HM-305,False,part_uppercase_only_or_already_correct
L2_C_024,v1_baseline,item,2,part_number,AX-100,AX-100,False,part_uppercase_only_or_already_correct
L2_C_024,v1_baseline,item,3,part_number,HM-940,HM-940,False,part_uppercase_only_or_already_correct
L2_C_025,v1_baseline,header,,po_number,PO-2025-9841,PO-2025-9841,False,po_uppercase_only_or_already_correct
L2_C_025,v1_baseline,item,0,part_number,EV-100,EV-100,False,part_uppercase_only_or_already_correct
L2_C_025,v1_baseline,item,1,part_number,CN-618,CN-618,False,part_uppercase_only_or_already_correct
L2_C_025,v1_baseline,item,2,part_number,HM-830,HM-830,False,part_uppercase_only_or_already_correct
L2_C_025,v1_baseline,item,3,part_number,EV-410,EV-410,False,part_uppercase_only_or_already_correct
L2_C_026,v1_baseline,header,,po_number,PO-2026-7385,PO-2026-7385,False,po_uppercase_only_or_already_correct
L2_C_026,v1_baseline,item,0,part_number,JQ-512,JQ-512,False,part_uppercase_only_or_already_correct
L2_C_026,v1_baseline,item,1,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_C_026,v1_baseline,item,2,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_C_026,v1_baseline,item,3,part_number,JQ-830,JQ-830,False,part_uppercase_only_or_already_correct
L2_C_026,v1_baseline,item,4,part_number,AX-940,AX-940,False,part_uppercase_only_or_already_correct
L2_C_027,v1_baseline,header,,po_number,PO-2025-9165,PO-2025-9165,False,po_uppercase_only_or_already_correct
L2_C_027,v1_baseline,item,0,part_number,GX-220,GX-220,False,part_uppercase_only_or_already_correct
L2_C_027,v1_baseline,item,1,part_number,EV-725,EV-725,False,part_uppercase_only_or_already_correct
L2_C_028,v1_baseline,header,,po_number,PO-2026-2539,PO-2026-2539,False,po_uppercase_only_or_already_correct
L2_C_028,v1_baseline,item,0,part_number,CN-100,CN-100,False,part_uppercase_only_or_already_correct
L2_C_028,v1_baseline,item,1,part_number,HM-512,HM-512,False,part_uppercase_only_or_already_correct
L2_C_028,v1_baseline,item,2,part_number,DX-220,DX-220,False,part_uppercase_only_or_already_correct
L2_C_028,v1_baseline,item,3,part_number,CN-512,CN-512,False,part_uppercase_only_or_already_correct
L2_C_028,v1_baseline,item,4,part_number,DX-100,DX-100,False,part_uppercase_only_or_already_correct
L2_C_029,v1_baseline,header,,po_number,PO-2026-3521,PO-2026-3521,False,po_uppercase_only_or_already_correct
L2_C_029,v1_baseline,item,0,part_number,FT-830,FT-830,False,part_uppercase_only_or_already_correct
L2_C_029,v1_baseline,item,1,part_number,FT-305,FT-305,False,part_uppercase_only_or_already_correct
L2_C_029,v1_baseline,item,2,part_number,HM-940,HM-940,False,part_uppercase_only_or_already_correct
L2_C_029,v1_baseline,item,3,part_number,DX-305,DX-305,False,part_uppercase_only_or_already_correct
L2_C_030,v1_baseline,header,,po_number,PO-2025-9873,PO-2025-9873,False,po_uppercase_only_or_already_correct
L2_C_030,v1_baseline,item,0,part_number,FT-410,FT-410,False,part_uppercase_only_or_already_correct
L2_C_030,v1_baseline,item,1,part_number,IR-725,IR-725,False,part_uppercase_only_or_already_correct
L2_C_030,v1_baseline,item,2,part_number,IR-305,IR-305,False,part_uppercase_only_or_already_correct
L2_C_031,v1_baseline,header,,po_number,PO-2024-2753,PO-2024-2753,False,po_uppercase_only_or_already_correct
L2_C_031,v1_baseline,item,0,part_number,JQ-512,JQ-512,False,part_uppercase_only_or_already_correct
L2_C_031,v1_baseline,item,1,part_number,BK-100,BK-100,False,part_uppercase_only_or_already_correct
L2_C_031,v1_baseline,item,2,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_C_031,v1_baseline,item,3,part_number,GX-618,GX-618,False,part_uppercase_only_or_already_correct
L2_C_031,v1_baseline,item,4,part_number,BK-512,BK-512,False,part_uppercase_only_or_already_correct
L2_C_032,v1_baseline,header,,po_number,PO-2026-7802,PO-2026-7802,False,po_uppercase_only_or_already_correct
L2_C_032,v1_baseline,item,0,part_number,CN-305,CN-305,False,part_uppercase_only_or_already_correct
L2_C_032,v1_baseline,item,1,part_number,CN-940,CN-940,False,part_uppercase_only_or_already_correct
L2_C_032,v1_baseline,item,2,part_number,FT-940,FT-940,False,part_uppercase_only_or_already_correct
L2_C_032,v1_baseline,item,3,part_number,GX-618,GX-618,False,part_uppercase_only_or_already_correct
L2_C_032,v1_baseline,item,4,part_number,DX-725,DX-725,False,part_uppercase_only_or_already_correct
L2_C_033,v1_baseline,header,,po_number,PO-2024-6159,PO-2024-6159,False,po_uppercase_only_or_already_correct
L2_C_033,v1_baseline,item,0,part_number,CN-305,CN-305,False,part_uppercase_only_or_already_correct
L2_C_033,v1_baseline,item,1,part_number,DX-410,DX-410,False,part_uppercase_only_or_already_correct
L2_C_034,v1_baseline,header,,po_number,PO-2025-2562,PO-2025-2562,False,po_uppercase_only_or_already_correct
L2_C_034,v1_baseline,item,0,part_number,FT-618,FT-618,False,part_uppercase_only_or_already_correct
L2_C_034,v1_baseline,item,1,part_number,BK-410,BK-410,False,part_uppercase_only_or_already_correct
L2_C_035,v1_baseline,header,,po_number,PO-2026-4617,PO-2026-4617,False,po_uppercase_only_or_already_correct
L2_C_035,v1_baseline,item,0,part_number,GX-305,GX-305,False,part_uppercase_only_or_already_correct
L2_C_035,v1_baseline,item,1,part_number,JQ-100,JQ-100,False,part_uppercase_only_or_already_correct
L2_C_036,v1_baseline,header,,po_number,PO-2026-4245,PO-2026-4245,False,po_uppercase_only_or_already_correct
L2_C_036,v1_baseline,item,0,part_number,GX-618,GX-618,False,part_uppercase_only_or_already_correct
L2_C_036,v1_baseline,item,1,part_number,GX-725,GX-725,False,part_uppercase_only_or_already_correct
L2_C_036,v1_baseline,item,2,part_number,FT-100,FT-100,False,part_uppercase_only_or_already_correct
L2_C_037,v1_baseline,header,,po_number,PO-2026-2405,PO-2026-2405,False,po_uppercase_only_or_already_correct
L2_C_037,v1_baseline,item,0,part_number,BK-512,BK-512,False,part_uppercase_only_or_already_correct
L2_C_037,v1_baseline,item,1,part_number,DX-940,DX-940,False,part_uppercase_only_or_already_correct
L2_C_037,v1_baseline,item,2,part_number,EV-940,EV-940,False,part_uppercase_only_or_already_correct
L2_C_038,v1_baseline,header,,po_number,PO-2026-5444,PO-2026-5444,False,po_uppercase_only_or_already_correct
L2_C_038,v1_baseline,item,0,part_number,FT-220,FT-220,False,part_uppercase_only_or_already_correct
L2_C_038,v1_baseline,item,1,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_C_038,v1_baseline,item,2,part_number,BK-618,BK-618,False,part_uppercase_only_or_already_correct
L2_C_038,v1_baseline,item,3,part_number,CN-410,CN-410,False,part_uppercase_only_or_already_correct
L2_C_038,v1_baseline,item,4,part_number,AX-100,AX-100,False,part_uppercase_only_or_already_correct
L2_C_039,v1_baseline,header,,po_number,PO-2025-2015,PO-2025-2015,False,po_uppercase_only_or_already_correct
L2_C_039,v1_baseline,item,0,part_number,GX-305,GX-305,False,part_uppercase_only_or_already_correct
L2_C_039,v1_baseline,item,1,part_number,JQ-410,JQ-410,False,part_uppercase_only_or_already_correct
L2_C_039,v1_baseline,item,2,part_number,GX-512,GX-512,False,part_uppercase_only_or_already_correct
L2_C_040,v1_baseline,header,,po_number,PO-2024-6062,PO-2024-6062,False,po_uppercase_only_or_already_correct
L2_C_040,v1_baseline,item,0,part_number,IR-220,IR-220,False,part_uppercase_only_or_already_correct
L2_C_040,v1_baseline,item,1,part_number,CN-100,CN-100,False,part_uppercase_only_or_already_correct
L2_C_040,v1_baseline,item,2,part_number,EV-830,EV-830,False,part_uppercase_only_or_already_correct
L2_C_041,v1_baseline,header,,po_number,PO-2026-4783,PO-2026-4783,False,po_uppercase_only_or_already_correct
L2_C_041,v1_baseline,item,0,part_number,JQ-830,JQ-830,False,part_uppercase_only_or_already_correct
L2_C_041,v1_baseline,item,1,part_number,HM-830,HM-830,False,part_uppercase_only_or_already_correct
L2_C_042,v1_baseline,header,,po_number,PO-2026-4323,PO-2026-4323,False,po_uppercase_only_or_already_correct
L2_C_042,v1_baseline,item,0,part_number,DX-725,DX-725,False,part_uppercase_only_or_already_correct
L2_C_042,v1_baseline,item,1,part_number,GX-618,GX-618,False,part_uppercase_only_or_already_correct
L2_C_042,v1_baseline,item,2,part_number,IR-100,IR-100,False,part_uppercase_only_or_already_correct
L2_C_042,v1_baseline,item,3,part_number,AX-410,AX-410,False,part_uppercase_only_or_already_correct
L2_C_042,v1_baseline,item,4,part_number,AX-940,AX-940,False,part_uppercase_only_or_already_correct
L2_C_043,v1_baseline,header,,po_number,PO-2024-9470,PO-2024-9470,False,po_uppercase_only_or_already_correct
L2_C_043,v1_baseline,item,0,part_number,IR-305,IR-305,False,part_uppercase_only_or_already_correct
L2_C_043,v1_baseline,item,1,part_number,AX-305,AX-305,False,part_uppercase_only_or_already_correct
L2_C_044,v1_baseline,header,,po_number,PO-2024-3024,PO-2024-3024,False,po_uppercase_only_or_already_correct
L2_C_044,v1_baseline,item,0,part_number,IR-305,IR-305,False,part_uppercase_only_or_already_correct
L2_C_044,v1_baseline,item,1,part_number,CN-618,CN-618,False,part_uppercase_only_or_already_correct
L2_C_045,v1_baseline,header,,po_number,PO-2026-8311,PO-2026-8311,False,po_uppercase_only_or_already_correct
L2_C_045,v1_baseline,item,0,part_number,EV-100,EV-100,False,part_uppercase_only_or_already_correct
L2_C_045,v1_baseline,item,1,part_number,IR-100,IR-100,False,part_uppercase_only_or_already_correct
L2_C_045,v1_baseline,item,2,part_number,JQ-830,JQ-830,False,part_uppercase_only_or_already_correct
L2_C_046,v1_baseline,header,,po_number,PO-2024-3429,PO-2024-3429,False,po_uppercase_only_or_already_correct
L2_C_046,v1_baseline,item,0,part_number,JQ-512,JQ-512,False,part_uppercase_only_or_already_correct
L2_C_046,v1_baseline,item,1,part_number,GX-305,GX-305,False,part_uppercase_only_or_already_correct
L2_C_046,v1_baseline,item,2,part_number,JQ-940,JQ-940,False,part_uppercase_only_or_already_correct
L2_C_047,v1_baseline,header,,po_number,PO-2025-2063,PO-2025-2063,False,po_uppercase_only_or_already_correct
L2_C_047,v1_baseline,item,0,part_number,IR-410,IR-410,False,part_uppercase_only_or_already_correct
L2_C_047,v1_baseline,item,1,part_number,IR-220,IR-220,False,part_uppercase_only_or_already_correct
L2_C_047,v1_baseline,item,2,part_number,EV-725,EV-725,False,part_uppercase_only_or_already_correct
L2_C_047,v1_baseline,item,3,part_number,JQ-618,JQ-618,False,part_uppercase_only_or_already_correct
L2_C_048,v1_baseline,header,,po_number,PO-2025-2932,PO-2025-2932,False,po_uppercase_only_or_already_correct
L2_C_048,v1_baseline,item,0,part_number,DX-100,DX-100,False,part_uppercase_only_or_already_correct
L2_C_048,v1_baseline,item,1,part_number,BK-512,BK-512,False,part_uppercase_only_or_already_correct
L2_C_049,v1_baseline,header,,po_number,PO-2026-1477,PO-2026-1477,False,po_uppercase_only_or_already_correct
L2_C_049,v1_baseline,item,0,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_C_049,v1_baseline,item,1,part_number,IR-618,IR-618,False,part_uppercase_only_or_already_correct
L2_C_049,v1_baseline,item,2,part_number,AX-940,AX-940,False,part_uppercase_only_or_already_correct
L2_C_049,v1_baseline,item,3,part_number,FT-940,FT-940,False,part_uppercase_only_or_already_correct
L2_C_049,v1_baseline,item,4,part_number,FT-618,FT-618,False,part_uppercase_only_or_already_correct
L2_C_050,v1_baseline,header,,po_number,PO-2024-5448,PO-2024-5448,False,po_uppercase_only_or_already_correct
L2_C_050,v1_baseline,item,0,part_number,EV-410,EV-410,False,part_uppercase_only_or_already_correct
L2_C_050,v1_baseline,item,1,part_number,FT-100,FT-100,False,part_uppercase_only_or_already_correct
L2_C_050,v1_baseline,item,2,part_number,AX-830,AX-830,False,part_uppercase_only_or_already_correct
L2_C_050,v1_baseline,item,3,part_number,HM-940,HM-940,False,part_uppercase_only_or_already_correct
L2_D_001,v1_baseline,header,,po_number,PO-2024-2426,PO-2024-2426,False,po_uppercase_only_or_already_correct
L2_D_001,v1_baseline,item,0,part_number,EV-410,EV-410,False,part_uppercase_only_or_already_correct
L2_D_001,v1_baseline,item,1,part_number,EV-940,EV-940,False,part_uppercase_only_or_already_correct
L2_D_001,v1_baseline,item,2,part_number,EV-305,EV-305,False,part_uppercase_only_or_already_correct
L2_D_001,v1_baseline,item,3,part_number,JQ-940,JQ-940,False,part_uppercase_only_or_already_correct
L2_D_002,v1_baseline,header,,po_number,PO-2025-5011,PO-2025-5011,False,po_uppercase_only_or_already_correct
L2_D_002,v1_baseline,item,0,part_number,HM-100,HM-100,False,part_uppercase_only_or_already_correct
L2_D_002,v1_baseline,item,1,part_number,GX-725,GX-725,False,part_uppercase_only_or_already_correct
L2_D_002,v1_baseline,item,2,part_number,HM-618,HM-618,False,part_uppercase_only_or_already_correct
L2_D_002,v1_baseline,item,3,part_number,IR-220,IR-220,False,part_uppercase_only_or_already_correct
L2_D_002,v1_baseline,item,4,part_number,HM-220,HM-220,False,part_uppercase_only_or_already_correct
L2_D_003,v1_baseline,header,,po_number,PO-2025-6954,PO-2025-6954,False,po_uppercase_only_or_already_correct
L2_D_003,v1_baseline,item,0,part_number,HM-220,HM-220,False,part_uppercase_only_or_already_correct
L2_D_003,v1_baseline,item,1,part_number,CN-512,CN-512,False,part_uppercase_only_or_already_correct
L2_D_003,v1_baseline,item,2,part_number,IR-220,IR-220,False,part_uppercase_only_or_already_correct
L2_D_003,v1_baseline,item,3,part_number,BK-512,BK-512,False,part_uppercase_only_or_already_correct
L2_D_003,v1_baseline,item,4,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_D_004,v1_baseline,header,,po_number,PO-2026-8063,PO-2026-8063,False,po_uppercase_only_or_already_correct
L2_D_004,v1_baseline,item,0,part_number,JQ-830,JQ-830,False,part_uppercase_only_or_already_correct
L2_D_004,v1_baseline,item,1,part_number,FT-940,FT-940,False,part_uppercase_only_or_already_correct
L2_D_004,v1_baseline,item,2,part_number,GX-220,GX-220,False,part_uppercase_only_or_already_correct
L2_D_005,v1_baseline,header,,po_number,PO-2024-1003,PO-2024-1003,False,po_uppercase_only_or_already_correct
L2_D_005,v1_baseline,item,0,part_number,HM-410,HM-410,False,part_uppercase_only_or_already_correct
L2_D_005,v1_baseline,item,1,part_number,EV-725,EV-725,False,part_uppercase_only_or_already_correct
L2_D_005,v1_baseline,item,2,part_number,JQ-940,JQ-940,False,part_uppercase_only_or_already_correct
L2_D_005,v1_baseline,item,3,part_number,AX-618,AX-618,False,part_uppercase_only_or_already_correct
L2_D_006,v1_baseline,header,,po_number,PO-2025-7459,PO-2025-7459,False,po_uppercase_only_or_already_correct
L2_D_006,v1_baseline,item,0,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_D_006,v1_baseline,item,1,part_number,FT-725,FT-725,False,part_uppercase_only_or_already_correct
L2_D_006,v1_baseline,item,2,part_number,CN-305,CN-305,False,part_uppercase_only_or_already_correct
L2_D_006,v1_baseline,item,3,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_D_006,v1_baseline,item,4,part_number,GX-830,GX-830,False,part_uppercase_only_or_already_correct
L2_D_007,v1_baseline,header,,po_number,PO-2025-4698,PO-2025-4698,False,po_uppercase_only_or_already_correct
L2_D_007,v1_baseline,item,0,part_number,EV-725,EV-725,False,part_uppercase_only_or_already_correct
L2_D_007,v1_baseline,item,1,part_number,AX-830,AX-830,False,part_uppercase_only_or_already_correct
L2_D_007,v1_baseline,item,2,part_number,BK-305,BK-305,False,part_uppercase_only_or_already_correct
L2_D_007,v1_baseline,item,3,part_number,BK-940,BK-940,False,part_uppercase_only_or_already_correct
L2_D_007,v1_baseline,item,4,part_number,BK-940,BK-940,False,part_uppercase_only_or_already_correct
L2_D_008,v1_baseline,header,,po_number,PO-2026-8687,PO-2026-8687,False,po_uppercase_only_or_already_correct
L2_D_008,v1_baseline,item,0,part_number,JQ-512,JQ-512,False,part_uppercase_only_or_already_correct
L2_D_008,v1_baseline,item,1,part_number,HM-305,HM-305,False,part_uppercase_only_or_already_correct
L2_D_008,v1_baseline,item,2,part_number,EV-100,EV-100,False,part_uppercase_only_or_already_correct
L2_D_008,v1_baseline,item,3,part_number,IR-220,IR-220,False,part_uppercase_only_or_already_correct
L2_D_009,v1_baseline,header,,po_number,PO-2024-3860,PO-2024-3860,False,po_uppercase_only_or_already_correct
L2_D_009,v1_baseline,item,0,part_number,DX-830,DX-830,False,part_uppercase_only_or_already_correct
L2_D_009,v1_baseline,item,1,part_number,FT-220,FT-220,False,part_uppercase_only_or_already_correct
L2_D_009,v1_baseline,item,2,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_D_010,v1_baseline,header,,po_number,PO-2026-6653,PO-2026-6653,False,po_uppercase_only_or_already_correct
L2_D_010,v1_baseline,item,0,part_number,HM-512,HM-512,False,part_uppercase_only_or_already_correct
L2_D_010,v1_baseline,item,1,part_number,GX-830,GX-830,False,part_uppercase_only_or_already_correct
L2_D_011,v1_baseline,header,,po_number,PO-2025-9687,PO-2025-9687,False,po_uppercase_only_or_already_correct
L2_D_011,v1_baseline,item,0,part_number,EV-220,EV-220,False,part_uppercase_only_or_already_correct
L2_D_011,v1_baseline,item,1,part_number,DX-410,DX-410,False,part_uppercase_only_or_already_correct
L2_D_011,v1_baseline,item,2,part_number,CN-618,CN-618,False,part_uppercase_only_or_already_correct
L2_D_011,v1_baseline,item,3,part_number,BK-100,BK-100,False,part_uppercase_only_or_already_correct
L2_D_011,v1_baseline,item,4,part_number,HM-618,HM-618,False,part_uppercase_only_or_already_correct
L2_D_012,v1_baseline,header,,po_number,PO-2026-4552,PO-2026-4552,False,po_uppercase_only_or_already_correct
L2_D_012,v1_baseline,item,0,part_number,JQ-305,JQ-305,False,part_uppercase_only_or_already_correct
L2_D_012,v1_baseline,item,1,part_number,HM-220,HM-220,False,part_uppercase_only_or_already_correct
L2_D_012,v1_baseline,item,2,part_number,FT-512,FT-512,False,part_uppercase_only_or_already_correct
L2_D_013,v1_baseline,header,,po_number,PO-2025-3915,PO-2025-3915,False,po_uppercase_only_or_already_correct
L2_D_013,v1_baseline,item,0,part_number,BK-305,BK-305,False,part_uppercase_only_or_already_correct
L2_D_013,v1_baseline,item,1,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_D_013,v1_baseline,item,2,part_number,BK-512,BK-512,False,part_uppercase_only_or_already_correct
L2_D_013,v1_baseline,item,3,part_number,CN-100,CN-100,False,part_uppercase_only_or_already_correct
L2_D_013,v1_baseline,item,4,part_number,FT-725,FT-725,False,part_uppercase_only_or_already_correct
L2_D_014,v1_baseline,header,,po_number,PO-2024-7298,PO-2024-7298,False,po_uppercase_only_or_already_correct
L2_D_014,v1_baseline,item,0,part_number,BK-618,BK-618,False,part_uppercase_only_or_already_correct
L2_D_014,v1_baseline,item,1,part_number,HM-512,HM-512,False,part_uppercase_only_or_already_correct
L2_D_014,v1_baseline,item,2,part_number,GX-410,GX-410,False,part_uppercase_only_or_already_correct
L2_D_014,v1_baseline,item,3,part_number,FT-830,FT-830,False,part_uppercase_only_or_already_correct
L2_D_015,v1_baseline,header,,po_number,PO-2025-7369,PO-2025-7369,False,po_uppercase_only_or_already_correct
L2_D_015,v1_baseline,item,0,part_number,AX-618,AX-618,False,part_uppercase_only_or_already_correct
L2_D_015,v1_baseline,item,1,part_number,IR-830,IR-830,False,part_uppercase_only_or_already_correct
L2_D_015,v1_baseline,item,2,part_number,DX-220,DX-220,False,part_uppercase_only_or_already_correct
L2_D_015,v1_baseline,item,3,part_number,AX-830,AX-830,False,part_uppercase_only_or_already_correct
L2_D_015,v1_baseline,item,4,part_number,CN-100,CN-100,False,part_uppercase_only_or_already_correct
L2_D_016,v1_baseline,header,,po_number,PO-2024-2870,PO-2024-2870,False,po_uppercase_only_or_already_correct
L2_D_016,v1_baseline,item,0,part_number,GX-618,GX-618,False,part_uppercase_only_or_already_correct
L2_D_016,v1_baseline,item,1,part_number,FT-410,FT-410,False,part_uppercase_only_or_already_correct
L2_D_017,v1_baseline,header,,po_number,PO-2024-7060,PO-2024-7060,False,po_uppercase_only_or_already_correct
L2_D_017,v1_baseline,item,0,part_number,JQ-725,JQ-725,False,part_uppercase_only_or_already_correct
L2_D_017,v1_baseline,item,1,part_number,BK-100,BK-100,False,part_uppercase_only_or_already_correct
L2_D_017,v1_baseline,item,2,part_number,JQ-512,JQ-512,False,part_uppercase_only_or_already_correct
L2_D_018,v1_baseline,header,,po_number,PO-2025-4919,PO-2025-4919,False,po_uppercase_only_or_already_correct
L2_D_018,v1_baseline,item,0,part_number,EV-618,EV-618,False,part_uppercase_only_or_already_correct
L2_D_018,v1_baseline,item,1,part_number,DX-220,DX-220,False,part_uppercase_only_or_already_correct
L2_D_018,v1_baseline,item,2,part_number,IR-940,IR-940,False,part_uppercase_only_or_already_correct
L2_D_018,v1_baseline,item,3,part_number,DX-512,DX-512,False,part_uppercase_only_or_already_correct
L2_D_018,v1_baseline,item,4,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_D_019,v1_baseline,header,,po_number,PO-2025-5118,PO-2025-5118,False,po_uppercase_only_or_already_correct
L2_D_019,v1_baseline,item,0,part_number,CN-305,CN-305,False,part_uppercase_only_or_already_correct
L2_D_019,v1_baseline,item,1,part_number,BK-410,BK-410,False,part_uppercase_only_or_already_correct
L2_D_020,v1_baseline,header,,po_number,PO-2025-4731,PO-2025-4731,False,po_uppercase_only_or_already_correct
L2_D_020,v1_baseline,item,0,part_number,JQ-830,JQ-830,False,part_uppercase_only_or_already_correct
L2_D_020,v1_baseline,item,1,part_number,JQ-830,JQ-830,False,part_uppercase_only_or_already_correct
L2_D_020,v1_baseline,item,2,part_number,HM-410,HM-410,False,part_uppercase_only_or_already_correct
L2_D_020,v1_baseline,item,3,part_number,CN-100,CN-100,False,part_uppercase_only_or_already_correct
L2_D_020,v1_baseline,item,4,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_D_021,v1_baseline,header,,po_number,PO-2026-3784,PO-2026-3784,False,po_uppercase_only_or_already_correct
L2_D_021,v1_baseline,item,0,part_number,HM-512,HM-512,False,part_uppercase_only_or_already_correct
L2_D_021,v1_baseline,item,1,part_number,DX-410,DX-410,False,part_uppercase_only_or_already_correct
L2_D_021,v1_baseline,item,2,part_number,JQ-305,JQ-305,False,part_uppercase_only_or_already_correct
L2_D_022,v1_baseline,header,,po_number,PO-2025-9701,PO-2025-9701,False,po_uppercase_only_or_already_correct
L2_D_022,v1_baseline,item,0,part_number,AX-725,AX-725,False,part_uppercase_only_or_already_correct
L2_D_022,v1_baseline,item,1,part_number,DX-220,DX-220,False,part_uppercase_only_or_already_correct
L2_D_022,v1_baseline,item,2,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_D_022,v1_baseline,item,3,part_number,HM-830,HM-830,False,part_uppercase_only_or_already_correct
L2_D_022,v1_baseline,item,4,part_number,FT-830,FT-830,False,part_uppercase_only_or_already_correct
L2_D_023,v1_baseline,header,,po_number,PO-2026-9887,PO-2026-9887,False,po_uppercase_only_or_already_correct
L2_D_023,v1_baseline,item,0,part_number,FT-100,FT-100,False,part_uppercase_only_or_already_correct
L2_D_023,v1_baseline,item,1,part_number,JQ-100,JQ-100,False,part_uppercase_only_or_already_correct
L2_D_024,v1_baseline,header,,po_number,PO-2024-9841,PO-2024-9841,False,po_uppercase_only_or_already_correct
L2_D_024,v1_baseline,item,0,part_number,EV-940,EV-940,False,part_uppercase_only_or_already_correct
L2_D_024,v1_baseline,item,1,part_number,FT-618,FT-618,False,part_uppercase_only_or_already_correct
L2_D_024,v1_baseline,item,2,part_number,BK-830,BK-830,False,part_uppercase_only_or_already_correct
L2_D_025,v1_baseline,header,,po_number,PO-2024-2313,PO-2024-2313,False,po_uppercase_only_or_already_correct
L2_D_025,v1_baseline,item,0,part_number,CN-830,CN-830,False,part_uppercase_only_or_already_correct
L2_D_025,v1_baseline,item,1,part_number,AX-512,AX-512,False,part_uppercase_only_or_already_correct
L2_D_026,v1_baseline,header,,po_number,PO-2024-2031,PO-2024-2031,False,po_uppercase_only_or_already_correct
L2_D_026,v1_baseline,item,0,part_number,FT-830,FT-830,False,part_uppercase_only_or_already_correct
L2_D_026,v1_baseline,item,1,part_number,HM-830,HM-830,False,part_uppercase_only_or_already_correct
L2_D_026,v1_baseline,item,2,part_number,EV-305,EV-305,False,part_uppercase_only_or_already_correct
